Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%)
top4,2020,2,February,2020-02,2020-02-07 08:00:00,2020-02-27 16:15:00,10000.0,10351.167462287212,3.5116746228721185,0.0,10.3897312572587,2,50.0
top4,2020,3,March,2020-03,2020-03-05 08:00:00,2020-03-30 08:00:00,10351.167462287212,8937.305640742521,-13.658959983942543,-20.966917011370512,86.4142175772042,5,20.0
top4,2020,4,April,2020-04,2020-04-01 10:45:00,2020-04-25 17:45:00,9024.203631112105,9865.891276382865,9.327001912600164,0.0,17.32853811240145,3,33.33333333333333
top4,2020,5,May,2020-05,2020-05-01 08:45:00,2020-05-28 08:00:00,9865.891276382865,10473.144307154802,6.155075236087271,-1.6951062494023117,18.89406670004296,2,50.0
top4,2020,6,June,2020-06,2020-06-01 08:00:00,2020-06-30 08:00:00,10473.144307154802,11110.460789223816,6.085244921466693,-1.1102230246251565e-14,30.411742961756655,3,33.33333333333333
top4,2020,7,July,2020-07,2020-07-03 08:45:00,2020-07-30 17:45:00,11110.460789223816,12292.585102874371,10.639741555967808,-0.22080300340400205,22.658174205577595,4,25.0
top4,2020,8,August,2020-08,2020-08-04 09:00:00,2020-08-29 08:00:00,12292.585102874371,12822.23691321335,4.308709729535498,-7.106619310766216,31.33243105428069,5,40.0
top4,2020,9,September,2020-09,2020-09-01 09:00:00,2020-09-29 07:00:00,12822.23691321335,13723.040934381434,7.025326604594273,-0.9828289576073179,17.048160411235344,5,60.0
top4,2020,10,October,2020-10,2020-10-01 20:00:00,2020-10-31 17:45:00,14027.642735865391,15239.609992405993,8.639849754954799,-0.12789533239038198,14.597806147546427,3,33.33333333333333
top4,2020,11,November,2020-11,2020-11-02 20:15:00,2020-11-29 07:00:00,15307.316590862856,19487.9535857404,27.31136427512726,-15.91406994310246,99.56312891404596,8,75.0
top4,2020,12,December,2020-12,2020-12-01 06:00:00,2020-12-30 09:00:00,19471.77467200254,24973.114465962313,28.252893671113945,-5.225975951688322,37.943514798572224,5,80.0
top4,2021,1,January,2021-01,2021-01-01 00:00:00,2021-01-31 12:00:00,25480.132656476788,35048.41031988131,37.551914632486685,-4.546193263142717,32.180237745490686,8,75.0
top4,2021,2,February,2021-02,2021-02-01 09:00:00,2021-02-28 07:00:00,35165.99004488505,40932.40693384533,16.397709496022017,-7.445106814431989,45.124436229704635,3,66.66666666666666
top4,2021,3,March,2021-03,2021-03-02 21:30:00,2021-03-28 08:00:00,40973.778466008785,52464.57889983137,28.04427822870956,-0.8360554207649584,28.029094865391162,7,57.14285714285714
top4,2021,4,April,2021-04,2021-04-01 07:00:00,2021-04-30 07:00:00,52464.57889983137,56406.01889535664,7.51257339366147,-7.083780733856527,31.78959841410398,6,66.66666666666666
top4,2021,5,May,2021-05,2021-05-03 07:00:00,2021-05-31 07:00:00,56406.01889535664,60979.35378779747,8.107884552046096,-15.33119988914481,49.494825418337726,4,75.0
top4,2021,6,June,2021-06,2021-06-04 08:45:00,2021-06-30 05:30:00,60979.35378779747,53688.64393686739,-11.95603002993616,-16.148707459689284,57.47584506048118,5,20.0
top4,2021,7,July,2021-07,2021-07-02 07:30:00,2021-07-31 07:00:00,53688.64393686739,63429.2928580111,18.14284773628807,-11.91445219519257,41.35218744799347,11,63.63636363636363
top4,2021,8,August,2021-08,2021-08-02 15:45:00,2021-08-31 08:00:00,66999.31865189371,93374.96410294587,39.3670353397044,-9.406647424855151,36.155254594911625,9,66.66666666666666
top4,2021,9,September,2021-09,2021-09-01 06:15:00,2021-09-30 12:30:00,94473.29094420768,102819.90326737364,8.834891046714088,-1.0294486767050803,13.811919711419746,3,33.33333333333333
top4,2021,10,October,2021-10,2021-10-02 09:00:00,2021-10-31 22:00:00,102819.90326737362,101335.8647174736,-1.4433378195668256,-6.043857289018229,30.633127136474698,6,50.0
