Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%),Cumulative Return
top10,2020,2,February,2020-02,2020-02-11 08:00:00,2020-02-20 22:00:00,10000.0,10317.217191860655,3.172171918606548,-0.08561494710925821,30.283656990896024,1,100.0,10317.217191860655
top10,2020,3,March,2020-03,2020-03-02 08:15:00,2020-03-28 08:45:00,10317.217191860655,10487.288980720201,1.6484269517338168,0.0,7.580137073758868,2,50.0,10487.2889807202
top10,2020,4,April,2020-04,2020-04-11 08:00:00,2020-04-23 08:00:00,10487.288980720203,10611.88642992654,1.1880806320432091,0.0,6.583247305214666,1,100.0,10611.886429926539
top10,2020,6,June,2020-06,2020-06-06 08:00:00,2020-06-28 14:30:00,10611.88642992654,11398.807788746008,7.415470981674588,0.0,19.12988960906832,1,100.0,11398.807788746004
top10,2020,7,July,2020-07,2020-07-03 08:00:00,2020-07-27 08:15:00,11398.807788746008,11819.98120399031,3.6948900538539275,-1.1102230246251565e-14,11.919915149479344,3,66.66666666666666,11819.981203990306
top10,2020,8,August,2020-08,2020-08-01 07:45:00,2020-08-28 07:45:00,11819.98120399031,13511.691079769054,14.312289051759564,-8.71710136845909,77.8869112407408,4,50.0,13511.691079769049
top10,2020,9,September,2020-09,2020-09-01 08:15:00,2020-09-29 07:00:00,13511.691079769054,14345.395519919772,6.170244976951977,-1.7646015952986538,17.571810137550088,4,50.0,14345.395519919766
top10,2020,10,October,2020-10,2020-10-01 20:00:00,2020-10-31 08:45:00,14663.8113389253,14916.96536896881,1.726386300207694,-2.370035442365004,24.495049761183882,3,33.33333333333333,14593.05246288627
top10,2020,11,November,2020-11,2020-11-04 08:00:00,2020-11-28 07:00:00,14916.96536896881,17592.305538497178,17.934882218696945,-7.0402374862007395,58.13735866806198,5,40.0,17210.299234217575
top10,2020,12,December,2020-12,2020-12-02 09:00:00,2020-12-31 07:00:00,17592.305538497178,20145.537767829235,14.513346324873844,-3.354785879809319,28.50995203984905,6,50.0,19708.08956562668
top10,2021,1,January,2021-01,2021-01-02 02:15:00,2021-01-31 07:00:00,20269.4113043458,26905.082773484763,32.73736651501202,-2.3481343288071166,20.78662417118206,8,87.5,26159.99907983273
top10,2021,2,February,2021-02,2021-02-01 07:00:00,2021-02-28 07:00:00,26905.082773484763,33538.13103317491,24.65351367075921,-3.5415834683269587,38.0284280257985,5,40.0,32609.358029249775
top10,2021,3,March,2021-03,2021-03-02 22:15:00,2021-03-28 08:00:00,33205.37171236197,41726.93011049091,25.663192304986193,-2.0761963122985283,21.35787585291636,9,77.77777777777779,40977.9602897176
top10,2021,4,April,2021-04,2021-04-01 09:00:00,2021-04-30 08:00:00,41726.93011049091,48521.79931185759,16.284133971452476,-1.2542404478337321,23.743944198479124,5,40.0,47650.86624206381
top10,2021,5,May,2021-05,2021-05-02 17:45:00,2021-05-31 07:00:00,48521.79931185759,54443.04217613063,12.203263168820744,-6.583234714295594,38.75336036158551,8,50.0,53465.82685180562
top10,2021,6,June,2021-06,2021-06-01 08:00:00,2021-06-28 08:00:00,54443.04217613063,47319.23872646947,-13.084873961698696,-18.08629884460593,67.59918105393776,3,33.33333333333333,46469.8907956668
top10,2021,7,July,2021-07,2021-07-02 08:00:00,2021-07-30 07:45:00,47319.23872646947,49500.5832817824,4.609847102406417,-7.164344640532427,30.593760019824494,4,75.0,48612.08171000227
top10,2021,8,August,2021-08,2021-08-02 06:45:00,2021-08-31 03:30:00,50142.25407390164,56946.92575478816,13.570733519194246,-2.9663966245324525,25.185614012602265,5,60.0,55209.097776999646
top10,2021,9,September,2021-09,2021-09-02 07:15:00,2021-09-28 07:00:00,56565.56878394704,63821.34797086124,12.827200968539266,-0.03438393731634015,19.403438442522898,4,25.0,62290.879701772734
top10,2021,10,October,2021-10,2021-10-02 08:00:00,2021-10-30 08:00:00,63821.34797086124,66585.64355031271,4.331302404821602,-6.118555641386914,29.86513460254085,3,33.33333333333333,64988.88607228015
top10,2021,11,November,2021-11,2021-11-03 07:00:00,2021-11-28 19:30:00,66585.64355031271,72136.03186265622,8.335713250484078,-1.8704655253498848,18.763691373826646,2,50.0,70406.1732599492
top10,2021,12,December,2021-12,2021-12-01 07:00:00,2021-12-31 22:30:00,72136.03186265622,76537.16423281243,6.101156740276159,-1.480480965665698,13.208497821080234,5,40.0,74701.7642453691
top10,2022,1,January,2022-01,2022-01-01 00:30:00,2022-01-30 07:00:00,76364.4241356444,82028.78998379705,7.417545424150873,0.0,14.691115002720148,4,50.0,80242.80154091145
top10,2022,2,February,2022-02,2022-02-03 03:30:00,2022-02-27 07:00:00,82028.78998379705,78782.21736981365,-3.9578453060500896,-8.319245156794885,39.684659987418655,3,33.33333333333333,77066.9155866814
top10,2022,3,March,2022-03,2022-03-03 07:45:00,2022-03-31 07:00:00,78782.21736981365,84505.32343421705,7.264464311201624,-2.005557280372272,17.776673718583364,2,0.0,82665.41416521974
top10,2022,4,April,2022-04,2022-04-01 14:15:00,2022-04-28 07:00:00,84663.15432778872,86550.73359383967,2.2295168199649718,-4.054137942580183,20.579254821511398,4,50.0,84508.45347832702
top10,2022,5,May,2022-05,2022-05-02 07:00:00,2022-05-30 07:00:00,86550.73359383967,71278.52532977208,-17.645382806038523,-25.705276678622035,84.54612062457404,6,50.0,69596.61335861323
