Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%)
top9,2020,2,February,2020-02,2020-02-03 08:00:00,2020-02-27 08:00:00,10000.0,10242.568311470315,2.4256831147031477,0.0,12.337310409032206,2,50.0
top9,2020,3,March,2020-03,2020-03-02 08:45:00,2020-03-30 08:00:00,10242.568311470315,10025.376971125472,-2.120477342597926,-7.48283151953395,41.98124905299206,3,66.66666666666666
top9,2020,4,April,2020-04,2020-04-10 08:00:00,2020-04-22 08:00:00,10025.376971125472,10420.668603083015,3.9429104072199905,-2.220446049250313e-14,14.160451645153502,1,100.0
top9,2020,5,May,2020-05,2020-05-04 08:00:00,2020-05-28 08:00:00,10420.668603083015,10404.845856461629,-0.15184003276628166,-2.905431019810212,22.97249615976623,2,50.0
top9,2020,6,June,2020-06,2020-06-09 08:15:00,2020-06-21 08:00:00,10404.845856461629,10404.845856461629,0.0,0.0,0.0,1,0.0
top9,2020,7,July,2020-07,2020-07-03 08:15:00,2020-07-28 14:00:00,10404.845856461629,11000.366688299502,5.723494995056,-2.81230827883463,26.4011052386056,3,33.33333333333333
top9,2020,8,August,2020-08,2020-08-04 09:00:00,2020-08-29 08:45:00,11000.3666882995,11325.018506402917,2.9512817827130444,-3.517125296307211,20.17411808921996,5,40.0
top9,2020,9,September,2020-09,2020-09-01 08:00:00,2020-09-29 08:00:00,11325.018506402917,10191.273027067507,-10.010981250886386,-12.155475702996698,54.695741888294805,4,25.0
top9,2020,10,October,2020-10,2020-10-03 09:00:00,2020-10-31 07:00:00,10191.273027067507,11202.167408585521,9.919215968732553,-2.1005648486489448,18.69945714750589,5,40.0
top9,2020,11,November,2020-11,2020-11-02 15:45:00,2020-11-28 08:00:00,11293.526469753362,12393.687583353421,9.741519768396012,-8.71323693562892,55.585300639878,9,66.66666666666666
top9,2020,12,December,2020-12,2020-12-02 08:00:00,2020-12-31 19:45:00,12393.687583353421,12780.732257052105,3.122917784522361,-5.615527010217647,30.87993098448003,5,40.0
top9,2021,1,January,2021-01,2021-01-01 02:00:00,2021-01-31 12:00:00,12950.8507405883,13718.9764170111,5.9310827667519606,-6.501128478094776,28.385999609522834,6,50.0
top9,2021,2,February,2021-02,2021-02-02 21:30:00,2021-02-28 08:15:00,13765.000572164578,14685.42396351586,6.686693447819758,-8.219196879597934,56.30487868199765,3,66.66666666666666
top9,2021,3,March,2021-03,2021-03-04 08:00:00,2021-03-28 08:00:00,14685.42396351586,17682.697133103695,20.409851135617153,-0.6773820520963869,20.551486408617233,5,60.0
top9,2021,4,April,2021-04,2021-04-01 09:00:00,2021-04-29 08:45:00,17682.697133103695,23297.452005797924,31.75281932631688,-12.079079293042106,83.66767684574532,9,66.66666666666666
top9,2021,5,May,2021-05,2021-05-03 07:00:00,2021-05-31 07:00:00,23297.452005797924,31016.092190773084,33.13083414896298,-7.52870407361792,33.05193367503015,8,75.0
top9,2021,6,June,2021-06,2021-06-04 09:00:00,2021-06-30 18:30:00,31016.092190773084,34063.70995824676,9.825924390243813,-1.8450973075339716,18.320074597748658,7,57.14285714285714
top9,2021,7,July,2021-07,2021-07-01 06:15:00,2021-07-31 07:00:00,34277.36046892612,35998.982048335594,5.022620049668647,-11.06135494392092,44.04866037353367,7,71.42857142857143
top9,2021,8,August,2021-08,2021-08-02 01:45:00,2021-08-31 08:00:00,36804.85526046964,43989.50438434372,19.52092753259862,-2.9663966245324414,24.335226512449015,6,83.33333333333334
top9,2021,9,September,2021-09,2021-09-03 04:00:00,2021-09-30 02:30:00,44469.76487976659,52442.9325135175,17.929412613959308,-2.0652452768250673,21.883261128237233,5,80.0
top9,2021,10,October,2021-10,2021-10-02 07:00:00,2021-10-30 07:30:00,52442.9325135175,53035.5145942769,1.129956034793933,-5.601983979010361,28.27185944192156,4,50.0
top9,2021,11,November,2021-11,2021-11-01 12:45:00,2021-11-27 08:00:00,55145.43477889023,54336.68105543217,-1.46658327511755,-4.8510052785563085,31.04349806969543,4,50.0
