normalized_period,symbol,original_period,out_sample_range,net_profit,winning_trades,total_trades,win_rate,max_drawdown,recovery_factor,selected_based_on_period,rank_in_prev_period,profit_rank_prev_period,wins_rank_prev_period,recovery_rank_prev_period,final_rank_prev_period
79,DASHUSDT,5,2020-03-02 08:00:00 to 2020-03-04 08:00:00,0.0,0,0,0.0,0.0,0.0,78,6,6,2,1,4.6499999999999995
80,VETUSDT,2,2020-03-03 08:00:00 to 2020-03-05 08:00:00,0.0,0,0,0.0,0.0,0.0,79,6,3,3,8,3.75
81,LTCUSDT,15,2020-03-06 08:00:00 to 2020-03-08 08:00:00,0.0,0,0,0.0,0.0,0.0,80,6,2,2,2,2.0
83,XMRUSDT,8,2020-03-10 08:00:00 to 2020-03-12 08:00:00,-1.9251648533721744,0,1,0.0,-1.9251648533721744,1.0,82,6,6,3,3,5.1
85,XLMUSDT,14,2020-03-14 08:00:00 to 2020-03-16 08:00:00,0.0,0,0,0.0,0.0,0.0,84,6,6,1,2,4.6499999999999995
86,XRPUSDT,19,2020-03-15 08:15:00 to 2020-03-17 08:15:00,0.0,0,0,0.0,0.0,0.0,85,6,6,2,6,5.399999999999999
87,LTCUSDT,19,2020-03-18 08:00:00 to 2020-03-20 08:00:00,0.0,0,0,0.0,0.0,0.0,86,6,3,3,4,3.15
89,ADAUSDT,13,2020-03-22 08:00:00 to 2020-03-24 08:00:00,0.0,0,0,0.0,0.0,0.0,88,6,6,1,1,4.5
90,BNBUSDT,10,2020-03-23 08:00:00 to 2020-03-25 08:00:00,0.0,0,0,0.0,0.0,0.0,89,6,1,1,8,2.05
91,XLMUSDT,18,2020-03-26 08:00:00 to 2020-03-28 08:00:00,0.0,0,0,0.0,0.0,0.0,90,6,1,1,1,1.0
92,NEOUSDT,9,2020-03-27 08:45:00 to 2020-03-29 08:45:00,3.3001517528988167,1,1,100.0,0.0,999.0,91,6,1,1,1,1.0
93,XRPUSDT,24,2020-03-30 08:15:00 to 2020-04-01 08:15:00,0.0,0,0,0.0,0.0,0.0,92,6,5,5,7,5.3
95,ETCUSDT,22,2020-04-03 08:00:00 to 2020-04-05 08:00:00,0.0,0,0,0.0,0.0,0.0,94,6,6,1,1,4.5
97,XLMUSDT,22,2020-04-07 08:00:00 to 2020-04-09 08:00:00,0.8571875742925616,1,1,100.0,-4.193304410496513,0.2044181605673282,96,6,1,1,1,1.0
98,VETUSDT,14,2020-04-08 08:00:00 to 2020-04-10 08:00:00,1.1245362942710724,1,1,100.0,-1.3045192238146042,0.8620312171274598,97,6,5,5,15,6.5
99,XRPUSDT,28,2020-04-11 08:15:00 to 2020-04-13 08:15:00,0.0,0,0,0.0,0.0,0.0,98,6,4,4,6,4.3
101,XTZUSDT,19,2020-04-15 08:00:00 to 2020-04-17 08:00:00,0.8257384900945297,1,1,100.0,-1.7567013177685942,0.47005058955804924,100,6,6,3,2,4.949999999999999
103,XLMUSDT,26,2020-04-19 08:00:00 to 2020-04-21 08:00:00,0.0,0,0,0.0,0.0,0.0,102,6,1,1,1,1.0
104,BCHUSDT,37,2020-04-20 08:45:00 to 2020-04-22 08:45:00,-0.7903550957000904,0,1,0.0,-0.7903550957000904,1.0,103,6,4,4,6,4.3
105,ZECUSDT,22,2020-04-23 08:00:00 to 2020-04-25 08:00:00,0.0,0,0,0.0,0.0,0.0,104,6,5,5,7,5.3
107,XTZUSDT,23,2020-04-27 08:00:00 to 2020-04-29 08:00:00,-0.048844235370737454,0,1,0.0,-0.048844235370737454,1.0,106,6,1,1,2,1.15
