Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%)
top10,2020,2,February,2020-02,2020-02-11 08:00:00,2020-02-20 22:00:00,10000.0,10317.217191860655,3.172171918606548,-0.08561494710925821,30.283656990896024,1,100.0
top10,2020,3,March,2020-03,2020-03-02 08:15:00,2020-03-28 08:45:00,10317.217191860655,10487.288980720201,1.6484269517338168,0.0,7.580137073758868,2,50.0
top10,2020,4,April,2020-04,2020-04-07 08:15:00,2020-04-23 08:00:00,10487.288980720203,10772.663495221277,2.7211466664617046,0.0,9.906618775543139,2,100.0
top10,2020,6,June,2020-06,2020-06-06 08:00:00,2020-06-28 14:30:00,10772.663495221277,11571.507230662863,7.415470981674588,0.0,19.12988960906838,2,100.0
top10,2020,7,July,2020-07,2020-07-03 08:00:00,2020-07-27 08:15:00,11571.507230662863,12047.330555481913,4.1120254719988925,0.0,12.520723394626904,2,0.0
top10,2020,8,August,2020-08,2020-08-01 07:45:00,2020-08-28 07:45:00,12047.330555481913,12573.433213918523,4.366964582018684,-1.1193611657339786,16.156433416595327,3,66.66666666666666
top10,2020,9,September,2020-09,2020-09-01 08:15:00,2020-09-29 07:00:00,12573.433213918523,13856.374247083126,10.203585698012962,-1.7646015952986427,21.092465360599558,5,60.0
top10,2020,10,October,2020-10,2020-10-01 20:00:00,2020-10-31 08:45:00,14163.935565152433,14408.459808319469,1.726386300207694,-2.370035442365004,24.495049761183836,3,33.33333333333333
top10,2020,11,November,2020-11,2020-11-04 07:00:00,2020-11-28 07:00:00,14408.459808319469,16848.83351662273,16.93708932646767,-4.679580336635136,38.76623137559488,7,42.857142857142854
top10,2020,12,December,2020-12,2020-12-02 09:00:00,2020-12-31 07:00:00,16848.83351662273,19302.400591105656,14.56223703594841,-3.423281574071113,21.690929676352678,7,57.14285714285714
top10,2021,1,January,2021-01,2021-01-02 02:15:00,2021-01-31 07:00:00,19421.08973467858,25369.444531722937,30.62832661971018,-0.021486169282491918,21.124789836406457,8,75.0
