Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%),Cumulative Return
top7,2020,2,February,2020-02,2020-02-03 08:00:00,2020-02-04 15:15:00,10000.0,10062.96603773585,0.6296603773584986,0.0,0.0,1,100.0,10062.96603773585
top7,2020,3,March,2020-03,2020-03-01 08:00:00,2020-03-30 05:15:00,10062.96603773585,10289.258766854115,2.2487676920469823,0.0,7.495984661105455,3,33.33333333333333,10289.258766854115
top7,2020,4,April,2020-04,2020-04-02 08:00:00,2020-04-30 08:00:00,10289.258766854115,10785.351202086833,4.821459411933859,-2.9831515049451696,18.581015796370277,3,33.33333333333333,10785.351202086833
top7,2020,5,May,2020-05,2020-05-04 08:00:00,2020-05-28 08:00:00,10785.351202086833,10392.764527914142,-3.6399989839619784,-5.079615678928883,17.68511688219247,4,0.0,10392.76452791414
top7,2020,6,June,2020-06,2020-06-01 08:00:00,2020-06-29 12:00:00,10392.764527914142,11142.700269864801,7.215940859011982,-2.220446049250313e-14,13.254605123361305,3,33.33333333333333,11142.700269864801
top7,2020,7,July,2020-07,2020-07-03 08:00:00,2020-07-30 17:45:00,11142.700269864801,11692.768825924431,4.936582181495797,0.0,12.31007385457711,3,0.0,11692.768825924431
top7,2020,8,August,2020-08,2020-08-04 09:00:00,2020-08-29 08:00:00,11692.768825924431,11974.173801077563,2.40665816063359,-7.106619310766216,39.04487966391407,5,40.0,11974.17380107756
top7,2020,9,September,2020-09,2020-09-01 09:00:00,2020-09-28 17:45:00,11974.173801077563,12110.477214382847,1.138311632765987,0.0,3.1818388284773826,5,40.0,12110.477214382845
top7,2020,10,October,2020-10,2020-10-03 07:00:00,2020-10-31 08:45:00,12110.477214382847,12715.458308049107,4.995518202600313,-0.12789533239038198,13.34938529944169,3,33.33333333333333,12715.458308049103
top7,2020,11,November,2020-11,2020-11-04 07:00:00,2020-11-30 23:45:00,12715.458308049107,14975.87751890124,17.776938558488673,-14.531748516662702,65.50990705949735,8,62.5,14975.877518901238
top7,2020,12,December,2020-12,2020-12-01 14:45:00,2020-12-31 16:30:00,15332.433793565235,16341.233347633153,6.5795135178819075,-8.960070160509147,49.198010303967585,6,50.0,15961.217404678782
top7,2021,1,January,2021-01,2021-01-01 22:30:00,2021-01-31 07:00:00,16423.82254208382,19706.237129388785,19.985691996453458,-1.1828278433880457,21.144965753543175,6,66.66666666666666,19151.177154062207
top7,2021,2,February,2021-02,2021-02-01 15:15:00,2021-02-28 08:45:00,19771.982865260834,23489.375015698253,18.801311814652834,-10.441736529779755,46.3307114336997,9,88.88888888888889,22751.849686974
top7,2021,3,March,2021-03,2021-03-01 07:00:00,2021-03-28 07:00:00,23489.375015698253,29609.76437444086,26.05599065386912,-2.5668860667684146,29.655614968409488,9,66.66666666666666,28680.0695149943
top7,2021,4,April,2021-04,2021-04-01 07:00:00,2021-04-29 07:00:00,29609.76437444086,33475.101105434915,13.054263729064374,-4.948947454907115,36.470436069070985,5,60.0,32424.04142716065
top7,2021,5,May,2021-05,2021-05-03 07:00:00,2021-05-31 08:00:00,33475.101105434915,47077.08097511001,40.63312557842198,-7.827431161055786,96.02158677613161,7,57.14285714285714,45598.9428978584
top7,2021,6,June,2021-06,2021-06-04 08:00:00,2021-06-30 17:45:00,47077.08097511001,46974.76162620288,-0.2173442932054903,-10.035977353195724,44.462532071283576,6,50.0,45499.83619770787
top7,2021,7,July,2021-07,2021-07-02 07:30:00,2021-07-31 07:00:00,46974.76162620288,47856.63337771373,1.8773309772772473,-8.450315729499302,25.529537522157458,7,71.42857142857143,46354.018717257844
top7,2021,8,August,2021-08,2021-08-01 20:15:00,2021-08-31 08:00:00,47856.63337771373,66757.2285495728,39.4942014050258,-5.403779142166975,30.561404035262935,8,75.0,64661.168228775015
top7,2021,9,September,2021-09,2021-09-01 08:00:00,2021-09-28 07:00:00,66757.2285495728,88682.59854787568,32.843439541564344,-1.5735075898553497,23.79088262276077,6,83.33333333333334,85898.11992286195
top7,2021,10,October,2021-10,2021-10-02 09:00:00,2021-10-31 23:15:00,88682.59854787568,72403.58778975993,-18.35648822280219,-20.728307094687548,73.8908352798035,2,0.0,70130.2416556133
top7,2021,11,November,2021-11,2021-11-01 04:45:00,2021-11-30 12:00:00,73514.65497718276,88054.90749638733,19.77871286169748,-4.3943013981086025,33.749171930757385,5,40.0,84001.1007818916
top7,2021,12,December,2021-12,2021-12-01 08:00:00,2021-12-31 23:45:00,88054.90749638733,90469.85426160714,2.7425464791032583,-4.710061068096538,33.07890304239348,3,66.66666666666666,86304.87001379335
top7,2022,1,January,2022-01,2022-01-01 00:45:00,2022-01-30 08:00:00,96539.66962417592,97980.2732461465,1.492240057976968,-2.3591618414885773,13.94532351690357,5,40.0,87592.74585612411
top7,2022,2,February,2022-02,2022-02-03 07:00:00,2022-02-28 15:30:00,97980.2732461465,110722.82435442561,13.005221036960378,-6.471209772489628,33.05852551058578,4,50.0,98984.37606705602
top7,2022,3,March,2022-03,2022-03-03 07:00:00,2022-03-31 03:30:00,110722.82435442561,121465.48848783656,9.702303202656303,-0.6936802492809147,12.028022568539473,5,40.0,108588.14035633934
top7,2022,4,April,2022-04,2022-04-01 20:00:00,2022-04-30 07:00:00,125142.1098748092,110967.80221642315,-11.326569188074165,-13.944959521833544,63.508800220077354,3,33.33333333333333,96288.8295088355
top7,2022,5,May,2022-05,2022-05-02 08:00:00,2022-05-30 03:30:00,110967.80221642317,126780.5144650909,14.249820157587534,-4.979898254589288,59.372121048415764,6,33.33333333333333,110009.81454569062
top7,2022,6,June,2022-06,2022-06-03 03:30:00,2022-06-28 09:00:00,126780.5144650909,136008.242477789,7.278506520999284,-3.9229284614169413,34.95513841656084,5,40.0,118016.88607113794
top7,2022,7,July,2022-07,2022-07-01 07:00:00,2022-07-31 11:00:00,136008.242477789,170835.92845318344,25.60704067702517,-11.440857879866751,57.737458478064596,7,57.14285714285714,148237.51809313268
top7,2022,8,August,2022-08,2022-08-01 01:30:00,2022-08-30 07:00:00,172299.7441035468,184667.97549735566,7.178322555357908,-2.204365081435311,15.235079457079943,6,83.33333333333334,158878.4852899148
top7,2022,9,September,2022-09,2022-09-03 07:00:00,2022-09-30 23:30:00,184667.97549735566,198777.79895758606,7.640644471370428,-1.3672938736645657,16.130276939320623,3,33.33333333333333,171017.82549241572
top7,2022,10,October,2022-10,2022-10-01 07:00:00,2022-10-29 07:45:00,198777.79895758608,202486.32843423367,1.8656658319468056,0.0,6.034999137604775,3,66.66666666666666,174208.44662916614
top7,2022,11,November,2022-11,2022-11-01 03:00:00,2022-11-30 14:00:00,204767.86977869878,212688.2640553038,3.8679868502636383,-1.553353514622391,15.496420886278528,4,25.0,180946.80643683084
top7,2022,12,December,2022-12,2022-12-01 04:00:00,2022-12-30 17:45:00,212688.2640553038,217307.2268293166,2.171705521472389,0.0,12.188667009472377,1,0.0,184876.43822314744
top7,2023,1,January,2023-01,2023-01-01 03:30:00,2023-01-29 07:00:00,217307.22682931658,212005.80967224998,-2.43959542184512,-5.9656116765102185,25.756602891104365,3,33.33333333333333,180366.20110018522
top7,2023,2,February,2023-02,2023-02-02 07:00:00,2023-02-26 07:00:00,212005.80967224998,215905.5763456335,1.8394621729528993,-2.8116122834273005,18.918326706053314,3,33.33333333333333,183683.96914221527
top7,2023,3,March,2023-03,2023-03-01 05:00:00,2023-03-30 07:30:00,219353.51614559646,233569.36793457277,6.48079503751402,0.0,8.894833966979476,3,33.33333333333333,195588.15069909274
top7,2023,4,April,2023-04,2023-04-03 12:00:00,2023-04-29 01:45:00,233569.36793457277,240587.77378697405,3.004848587151754,-4.097343035041245,14.681362352571337,6,66.66666666666666,201465.27848201068
top7,2023,5,May,2023-05,2023-05-01 08:00:00,2023-05-29 07:30:00,240587.77378697408,248765.37445854855,3.3990092442582887,0.0,6.290288458131818,3,33.33333333333333,208313.10192158495
top7,2023,6,June,2023-06,2023-06-02 12:00:00,2023-06-30 07:00:00,248765.37445854855,265453.7648322951,6.708486022248783,0.0,20.131614253675505,3,33.33333333333333,222287.7572465073
top7,2023,7,July,2023-07,2023-07-01 04:00:00,2023-07-28 07:00:00,267032.39165039157,292628.8529769936,9.585526747674056,-0.9431101368999273,15.367292948427579,4,50.0,243595.20967417606
top7,2023,8,August,2023-08,2023-08-01 03:30:00,2023-08-29 08:00:00,292628.8529769936,312382.9570214003,6.750566064638797,0.0,9.258897995787446,5,20.0,260039.2652335267
top7,2023,9,September,2023-09,2023-09-02 07:00:00,2023-09-30 03:30:00,312382.9570214003,303990.25565730064,-2.6866706955221864,-4.59777304078659,13.318364989388682,6,50.0,253052.86649764632
top7,2023,10,October,2023-10,2023-10-04 12:00:00,2023-10-30 21:00:00,303990.25565730064,309022.3061415299,1.6553328241883047,-0.7324303352075456,5.933718045729417,5,40.0,257241.73365933125
top7,2023,11,November,2023-11,2023-11-01 12:00:00,2023-11-29 03:30:00,309022.3061415299,334089.3991882785,8.111742275092615,-0.15750679241840482,8.186567082818152,6,66.66666666666666,278108.5201177564
top7,2023,12,December,2023-12,2023-12-03 03:30:00,2023-12-31 07:00:00,334089.3991882785,411849.10649759026,23.27511962314306,-2.1570482292773696,24.907246897142723,7,71.42857142857143,342838.6108573171
top7,2024,1,January,2024-01,2024-01-01 15:30:00,2024-01-28 03:30:00,416916.15019062895,454089.6675716718,8.916305440325534,-9.710892911244407,54.78754302392915,4,50.0,373407.1485687245
top7,2024,2,February,2024-02,2024-02-01 11:00:00,2024-02-29 12:00:00,454089.6675716718,483969.5993892621,6.580183155758368,-1.0037924495426398,12.252409287258557,4,75.0,397978.02286124136
top7,2024,3,March,2024-03,2024-03-03 11:00:00,2024-03-29 02:30:00,491754.00247222744,568665.9356570848,15.640326829714235,-3.3893112279098414,20.738538843431943,6,83.33333333333334,460223.0863471744
top7,2024,4,April,2024-04,2024-04-01 07:00:00,2024-04-30 22:45:00,568665.9356570848,549002.955040524,-3.4577384336975436,-3.6754823421918603,19.419674159674454,3,0.0,444309.77580979915
top7,2024,5,May,2024-05,2024-05-01 11:00:00,2024-05-31 12:30:00,559035.7764607935,631247.9615394283,12.917274371204623,0.0,24.521245687322175,3,33.33333333333333,501702.488609235
top7,2024,6,June,2024-06,2024-06-04 12:00:00,2024-06-28 03:30:00,631247.9615394283,736322.5783275873,16.645537600139406,0.0,13.460660917567587,6,66.66666666666666,585213.5649915204
top7,2024,7,July,2024-07,2024-07-02 07:00:00,2024-07-30 07:00:00,736322.5783275873,649459.9947858166,-11.796811085035863,-17.34220831523232,44.65763539216853,7,42.857142857142854,516177.0262854671
top7,2024,8,August,2024-08,2024-08-01 12:15:00,2024-08-31 18:00:00,648365.6658337587,714412.5620769054,10.186673928548394,-0.12366712141882452,15.276816425531091,4,50.0,568758.2968472452
