Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%),Cumulative Return
top3,2020,1,January,2020-01,2020-01-10 07:45:00,2020-01-31 20:45:00,10000.0,10169.048469367805,1.6904846936780515,0.0,8.911853238288291,2,50.0,10169.048469367805
top3,2020,2,February,2020-02,2020-02-03 07:45:00,2020-02-28 16:15:00,10169.048469367805,10403.261466929054,2.303194819719545,-4.465973247626942,18.743241241615333,3,33.33333333333333,10403.261466929054
top3,2020,3,March,2020-03,2020-03-01 08:00:00,2020-03-29 08:45:00,10403.261466929054,7291.351478064751,-29.91283069022882,-35.60910204419091,104.25549503950442,5,0.0,7291.351478064751
top3,2020,4,April,2020-04,2020-04-01 17:45:00,2020-04-30 08:00:00,7291.351478064751,7819.095221208888,7.237941343683629,-1.0717373102222427,16.52113698281027,4,50.0,7819.095221208887
top3,2020,5,May,2020-05,2020-05-02 13:45:00,2020-05-31 17:45:00,7865.852088163181,8166.549795545344,3.8228243299243347,-0.0105019079048696,8.857581007674495,5,20.0,8118.005495705212
top3,2020,6,June,2020-06,2020-06-03 02:15:00,2020-06-30 08:45:00,8161.133478545167,9149.730491696959,12.11347683199544,-3.197425517884467,33.452074839057765,5,20.0,9101.37821064758
top3,2020,7,July,2020-07,2020-07-03 08:00:00,2020-07-31 08:00:00,9149.730491696959,9618.721107974463,5.125731481414619,0.0,10.624129931444694,3,33.33333333333333,9567.890418833353
top3,2020,8,August,2020-08,2020-08-01 08:00:00,2020-08-31 22:30:00,9618.721107974463,12504.720930771817,30.003986916771062,-6.896493879060084,46.818122948869814,10,80.0,12438.639008311104
top3,2020,9,September,2020-09,2020-09-01 02:00:00,2020-09-29 08:00:00,12695.39480375349,15498.935751256224,22.083133221456386,-6.172029365529264,44.05676225740989,7,57.14285714285714,15185.480231452486
top3,2020,10,October,2020-10,2020-10-01 00:00:00,2020-10-31 07:00:00,15575.784107916286,16046.079233044931,3.0193993565281962,-3.445514579388431,19.223699752870026,7,57.14285714285714,15643.990523846678
top3,2020,11,November,2020-11,2020-11-02 15:45:00,2020-11-30 11:15:00,16176.942724071876,21081.212182494626,30.316417274105945,-3.714313813132697,27.38976998523951,6,66.66666666666666,20386.687969377628
top3,2020,12,December,2020-12,2020-12-01 07:45:00,2020-12-31 08:00:00,21322.84192433477,23303.946791616516,9.290998237063341,-6.993677290379963,28.15633252872236,7,71.42857142857143,22280.81478920811
