Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%),Cumulative Return,Original Return (%),Is Outlier,Z-Score
top5,2020,2,February,2020-02,2020-02-03 08:00:00,2020-02-27 04:45:00,10000.0,10396.214096629968,3.9621409662996765,0.0,14.044350273394093,2,50.0,10396.214096629968,,,
top5,2020,3,March,2020-03,2020-03-01 08:00:00,2020-03-30 05:15:00,10396.214096629968,9983.032929787407,-3.974342611667625,-19.193609524452505,69.58862056795525,4,50.0,9983.032929787407,,,
top5,2020,4,April,2020-04,2020-04-02 08:00:00,2020-04-30 08:00:00,9983.032929787407,10667.82131910837,6.85952249318631,-0.6197754529372435,9.574212033436387,3,66.66666666666666,10667.82131910837,,,
top5,2020,5,May,2020-05,2020-05-01 05:00:00,2020-05-28 08:00:00,10667.82131910837,10758.889919847303,0.8536757226689673,0.0,4.2854181166782865,2,0.0,10758.889919847303,,,
top5,2020,6,June,2020-06,2020-06-01 08:00:00,2020-06-29 08:00:00,10758.889919847303,12646.144536993992,17.54135074535157,0.0,31.56096357949198,4,50.0,12646.144536993992,,,
top5,2020,7,July,2020-07,2020-07-03 08:00:00,2020-07-31 08:00:00,12646.144536993992,13133.884552835207,3.8568277818936902,-0.4783970258305681,11.027420035604385,1,0.0,13133.884552835209,,,
top5,2020,8,August,2020-08,2020-08-01 09:00:00,2020-08-29 08:00:00,13133.884552835207,17201.278643350568,30.96870597691781,-6.599515256213162,44.23956097722051,7,57.14285714285714,17201.27864335057,,,
top5,2020,9,September,2020-09,2020-09-01 08:45:00,2020-09-29 08:00:00,17201.278643350568,17540.307409064608,1.9709509551204096,0.0,5.254867840082431,5,20.0,17540.30740906461,,,
top5,2020,10,October,2020-10,2020-10-03 08:00:00,2020-10-31 08:00:00,17540.307409064608,18923.84503396175,7.887761557600448,-0.7521005817911819,12.297913048491402,5,40.0,18923.845033961752,,,
top5,2020,11,November,2020-11,2020-11-03 02:00:00,2020-11-29 07:45:00,18923.84503396175,20599.980519036013,8.85726701981644,-15.425908246197118,50.21809827514959,6,83.33333333333334,20599.980519036017,,,
top5,2020,12,December,2020-12,2020-12-01 14:45:00,2020-12-31 21:00:00,20599.980519036013,19974.37832421318,-3.0369067302987385,-11.510153854063887,37.22549100806039,6,50.0,19974.378324213183,,,
top5,2021,1,January,2021-01,2021-01-01 12:30:00,2021-01-31 07:00:00,19974.37832421318,19287.910782437983,-3.4367404613692254,-15.32604915224416,53.428798348667385,7,71.42857142857143,19287.910782437983,,,
top5,2021,2,February,2021-02,2021-02-01 01:15:00,2021-02-28 08:00:00,19287.910782437983,20795.273202744174,7.815063213993478,-5.712050106877086,52.405532443619286,11,100.0,37940.147096584944,96.70428552132347,True,5.615651281126688
top5,2021,3,March,2021-03,2021-03-04 08:00:00,2021-03-28 07:00:00,20795.273202744174,22352.44460360922,7.488102636033456,-2.11299555981016,20.69463859435897,4,50.0,40781.14425143929,,,
top5,2021,4,April,2021-04,2021-04-01 09:00:00,2021-04-29 09:00:00,22352.44460360922,20384.4841589999,-8.804229154835053,-15.17664127056496,67.54958732918215,8,62.5,37190.67885957874,,,
top5,2021,5,May,2021-05,2021-05-03 07:00:00,2021-05-31 07:00:00,20384.4841589999,27451.72078785917,34.669685893125866,-11.092511516543535,87.3475875052937,9,66.66666666666666,50084.57040171585,,,
top5,2021,6,June,2021-06,2021-06-04 09:00:00,2021-06-28 07:00:00,27451.72078785917,27212.056270712288,-0.8730400509277869,-7.768473587458158,34.67497303564638,4,25.0,49647.31204277375,,,
top5,2021,7,July,2021-07,2021-07-02 08:00:00,2021-07-30 07:00:00,27212.056270712288,28704.57996774403,5.48478836800772,-6.377660165267507,23.82576054222967,6,33.33333333333333,52370.3620387243,,,
