Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%),Cumulative Return
top1,2019,10,October,2019-10,2019-10-01 17:45:00,2019-10-28 17:45:00,10000.0,10027.158360045849,0.2715836004584915,0.0,1.760062892511486,2,0.0,10027.158360045849
top1,2019,11,November,2019-11,2019-11-06 17:45:00,2019-11-30 17:45:00,10027.158360045849,10232.6961310227,2.0498107599041804,0.0,14.55221279501902,1,0.0,10232.6961310227
top1,2019,12,December,2019-12,2019-12-03 17:45:00,2019-12-29 07:45:00,10232.6961310227,10230.150013103002,-0.024882180483964955,-0.024882180483964955,0.1612549597275615,2,0.0,10230.150013103002
top1,2020,1,January,2020-01,2020-01-01 07:45:00,2020-01-31 19:00:00,10230.150013103002,12239.907613773215,19.645436265314498,-0.5991456498007586,18.18925089373338,5,80.0,12239.907613773215
top1,2020,2,February,2020-02,2020-02-01 17:45:00,2020-02-28 21:15:00,12239.907613773215,13019.47995085841,6.369103114863095,-8.142350356837003,42.57563821920507,6,83.33333333333334,13019.479950858411
top1,2020,3,March,2020-03,2020-03-01 02:00:00,2020-03-29 08:00:00,13243.926666777372,13167.39387812858,-0.5778708276962585,-21.564667093286772,79.38906917268625,6,33.33333333333333,12944.244174304635
top1,2020,4,April,2020-04,2020-04-02 08:00:00,2020-04-30 07:45:00,13167.39387812858,14190.318114883381,7.768615765750786,-1.1102230246251565e-14,22.398400137844558,3,33.33333333333333,13949.832767986944
top1,2020,5,May,2020-05,2020-05-04 08:00:00,2020-05-28 08:00:00,14190.318114883381,14776.197214770356,4.128724212831303,0.0,7.20095698524566,3,33.33333333333333,14525.782891128294
top1,2020,6,June,2020-06,2020-06-01 08:00:00,2020-06-30 08:00:00,14776.197214770356,15371.41276775035,4.028205256931816,-0.8820292301445876,9.3857908253397,3,66.66666666666666,15110.911241159227
top1,2020,7,July,2020-07,2020-07-03 08:00:00,2020-07-31 08:00:00,15371.41276775035,16150.825156938296,5.070531908577558,-2.8537465403141504,19.772926338549514,5,40.0,15877.114817319038
top1,2020,8,August,2020-08,2020-08-01 02:15:00,2020-08-31 12:00:00,16301.771349291712,19008.41382102036,16.603364221804327,-4.268739269842204,34.22658076493445,6,66.66666666666666,18513.25001835258
top1,2020,9,September,2020-09,2020-09-01 07:00:00,2020-09-29 07:00:00,18907.954516942573,19937.59484932267,5.445540560495243,-6.73256479565445,27.857870765048215,8,50.0,19521.396557167864
top1,2020,10,October,2020-10,2020-10-03 09:00:00,2020-10-31 08:00:00,19937.59484932267,22425.99654709631,12.480952274231694,-6.178084209087342,31.463992901308114,5,40.0,21957.852744731495
top1,2020,11,November,2020-11,2020-11-01 07:00:00,2020-11-30 14:15:00,22425.99654709631,21578.969342635297,-3.776988026740269,-15.058169818092814,52.601567103522726,5,60.0,21128.507275633725
top1,2020,12,December,2020-12,2020-12-01 15:15:00,2020-12-30 08:00:00,22176.87218505165,25834.849310330806,16.49455836132212,-1.1845380043605358,17.361294177425773,4,75.0,24613.56123908932
top1,2021,1,January,2021-01,2021-01-03 08:00:00,2021-01-31 07:00:00,25834.849310330806,26559.310544679684,2.804201509544635,-11.553308447083332,41.484473253513336,6,83.33333333333334,25303.775094908553
top1,2021,2,February,2021-02,2021-02-01 09:00:00,2021-02-28 08:00:00,28056.72583511888,33094.55568570631,17.95587225748747,-8.14052205806124,39.25129876827778,8,75.0,29847.28862727226
top1,2021,3,March,2021-03,2021-03-01 08:00:00,2021-03-30 18:00:00,33058.322937618206,35022.24781171237,5.940787975845385,-5.102574882736066,31.434222437956738,5,40.0,31620.45276115712
top1,2021,4,April,2021-04,2021-04-01 00:15:00,2021-04-29 07:00:00,35782.197910358766,41182.94119630762,15.09338051138933,-6.231552311503674,36.65114730397796,7,57.14285714285714,36393.04801582268
top1,2021,5,May,2021-05,2021-05-03 08:00:00,2021-05-31 07:00:00,41182.94119630762,57227.33582349585,38.958836258704956,0.0,37.073759303953835,6,66.66666666666666,50571.35600185891
top1,2021,6,June,2021-06,2021-06-04 03:00:00,2021-06-30 06:15:00,57227.33582349585,47802.16411094091,-16.469702069697334,-21.709237208499577,53.49241764766779,5,60.0,42242.404335746745
top1,2021,7,July,2021-07,2021-07-01 05:00:00,2021-07-30 04:00:00,48198.07342919232,49724.46247847493,3.166908842373184,-8.52352324626705,25.434997223352944,8,50.0,43580.18277388655
top1,2021,8,August,2021-08,2021-08-03 07:00:00,2021-08-31 08:00:00,49724.46247847493,51667.742157820234,3.90809589985317,-7.605788473741725,28.715558570194222,7,57.14285714285714,45283.33811002132
top1,2021,9,September,2021-09,2021-09-01 07:00:00,2021-09-30 15:15:00,52825.792850086116,69926.07690568951,32.37108831311277,-9.582887083666547,58.139240201448175,6,83.33333333333334,59942.04748074178
top1,2021,10,October,2021-10,2021-10-02 07:00:00,2021-10-29 17:45:00,69926.07690568951,81144.22853240832,16.042872878238157,-0.7540229209776039,19.29436112684201,7,57.14285714285714,69558.47395869035
top1,2021,11,November,2021-11,2021-11-03 07:00:00,2021-11-30 20:45:00,81144.22853240832,95178.05430199967,17.294915514522824,-3.164773632043727,21.72453715711531,6,33.33333333333333,81588.55326303719
top1,2021,12,December,2021-12,2021-12-01 03:30:00,2021-12-30 07:00:00,95178.05430199967,88732.95634725592,-6.771621884907908,-8.676868286174077,37.35839312963656,4,25.0,76063.68493469762
