Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%),Cumulative Return,Original Return (%),Is Outlier,Z-Score
top9,2020,3,March,2020-03,2020-03-02 08:00:00,2020-03-29 08:00:00,10000.0,10000.0,0.0,0.0,0.0,1,0.0,10000.0,,,
top9,2020,4,April,2020-04,2020-04-03 08:00:00,2020-04-22 08:45:00,10000.0,10238.45520488158,2.3845520488158023,-1.0789700427538018,13.013519612872951,2,50.0,10238.45520488158,,,
top9,2020,5,May,2020-05,2020-05-04 08:45:00,2020-05-28 08:00:00,10238.45520488158,10238.45520488158,0.0,0.0,0.0,1,0.0,10238.45520488158,,,
top9,2020,6,June,2020-06,2020-06-09 08:00:00,2020-06-28 15:30:00,10238.45520488158,10778.202610872484,5.271766054448901,0.0,48.31653398122157,1,0.0,10778.202610872484,,,
top9,2020,7,July,2020-07,2020-07-03 09:00:00,2020-07-30 13:45:00,10778.202610872484,11699.517544225237,8.547945948087655,0.0,10.72136053346994,4,50.0,11699.517544225237,,,
top9,2020,8,August,2020-08,2020-08-04 08:00:00,2020-08-28 08:00:00,11699.517544225237,13212.32103409376,12.93047755302721,-1.1193611657339453,21.510985580068294,3,66.66666666666666,13212.321034093762,,,
top9,2020,9,September,2020-09,2020-09-01 08:00:00,2020-09-29 08:00:00,13212.32103409376,13188.387009353535,-0.181149282389248,-0.49175007036309504,2.7767331227997913,2,0.0,13188.387009353537,,,
top9,2020,10,October,2020-10,2020-10-03 07:45:00,2020-10-31 09:00:00,13188.387009353535,13336.512988440267,1.1231546282473914,-0.3522914507201991,6.846346632113369,2,0.0,13336.51298844027,,,
top9,2020,11,November,2020-11,2020-11-04 08:00:00,2020-11-28 08:00:00,13336.512988440267,12865.51153315525,-3.531668703005564,-18.668537501826453,59.10361348671006,6,33.33333333333333,12865.511533155253,,,
top9,2020,12,December,2020-12,2020-12-02 08:00:00,2020-12-30 07:00:00,12865.51153315525,13708.072245650641,6.548987269756501,-0.8882061549060793,9.227111496970373,6,83.33333333333334,13708.072245650646,,,
top9,2021,1,January,2021-01,2021-01-03 08:00:00,2021-01-31 12:00:00,13708.072245650641,14722.66360984846,7.401415355975619,-2.3481343288070944,26.088585289629705,9,77.77777777777779,19690.695315353387,43.643066380839436,True,4.06678442416423
top9,2021,2,February,2021-02,2021-02-02 21:30:00,2021-02-28 07:00:00,14722.66360984846,16739.74726206376,13.700534805848651,-6.5972877923944795,35.41634634516145,7,71.42857142857143,22388.425880546987,,,
top9,2021,3,March,2021-03,2021-03-01 06:45:00,2021-03-31 06:30:00,16739.74726206376,19801.521476121514,18.29044468906924,-0.40591958283064944,18.791797974604997,8,62.5,26483.368532981694,,,
top9,2021,4,April,2021-04,2021-04-01 07:00:00,2021-04-30 08:00:00,19801.521476121514,19819.210756326138,0.08933293447150881,-8.69662382119445,35.71605421246991,4,25.0,26507.02690323911,,,
top9,2021,5,May,2021-05,2021-05-03 01:30:00,2021-05-31 08:00:00,19819.210756326138,25804.293094268825,30.19838888403916,-5.960370769189827,53.23567389522448,6,50.0,34511.72196907614,,,
top9,2021,6,June,2021-06,2021-06-01 08:45:00,2021-06-28 07:00:00,25804.293094268825,29750.124185729346,15.291374489684806,-4.936547367893374,39.86052186693371,6,66.66666666666666,39789.0386182064,,,
top9,2021,7,July,2021-07,2021-07-02 07:00:00,2021-07-30 08:00:00,29750.124185729346,31600.228456911816,6.218811927077383,-7.489460435171614,33.51889853474595,5,60.0,42263.444097464846,,,
top9,2021,8,August,2021-08,2021-08-03 08:00:00,2021-08-31 06:45:00,31600.228456911816,36338.36591547078,14.993997480175203,-2.9663966245324414,19.68115396985247,9,66.66666666666666,48600.42384047398,,,
