normalized_period,symbol,original_period,out_sample_range,metric_value,selected_based_on_period
84,ADAUSDT,49,2020-07-08 08:00:00 to 2020-07-10 08:00:00,9.422114187436128,83
86,ATOMUSDT,48,2020-07-12 12:00:00 to 2020-07-14 12:00:00,-2.07917749244989,85
88,LTCUSDT,59,2020-07-16 08:00:00 to 2020-07-18 08:00:00,0.5479096153846149,87
94,LTCUSDT,63,2020-07-28 08:00:00 to 2020-07-30 08:00:00,1.6801754887164495,93
96,XMRUSDT,56,2020-08-01 08:00:00 to 2020-08-03 08:00:00,3.558650967565554,95
122,SXPUSDT,17,2020-09-22 09:00:00 to 2020-09-24 09:00:00,-2.1773670493611825,121
124,LTCUSDT,83,2020-09-26 08:00:00 to 2020-09-28 08:00:00,0.0,123
130,DOGEUSDT,26,2020-10-08 09:00:00 to 2020-10-10 09:00:00,0.0,129
136,MKRUSDT,19,2020-10-21 07:00:00 to 2020-10-23 07:00:00,1.0124200455580832,135
140,AVAXUSDT,8,2020-10-29 07:00:00 to 2020-10-31 07:00:00,-7.414824606325237,139
152,XLMUSDT,98,2020-11-21 08:00:00 to 2020-11-23 08:00:00,0.0,151
154,MKRUSDT,31,2020-11-26 07:00:00 to 2020-11-28 07:00:00,-3.388930122930324,153
158,COMPUSDT,48,2020-12-03 09:00:00 to 2020-12-05 09:00:00,-3.2338876842558784,157
170,BNBUSDT,103,2020-12-27 08:00:00 to 2020-12-29 08:00:00,1.5580417054552165,169
172,ALGOUSDT,62,2020-12-31 09:00:00 to 2021-01-02 09:00:00,2.0302561428832813,171
174,ZENUSDT,10,2021-01-05 07:00:00 to 2021-01-07 07:00:00,0.0,173
176,GRTUSDT,3,2021-01-09 07:00:00 to 2021-01-11 07:00:00,4.658498032899643,175
177,AVAXUSDT,33,2021-01-12 07:00:00 to 2021-01-14 07:00:00,0.0,176
182,AVAXUSDT,36,2021-01-21 07:00:00 to 2021-01-23 07:00:00,11.97794043485197,181
183,SXPUSDT,58,2021-01-23 09:00:00 to 2021-01-25 09:00:00,0.0,182
189,AVAXUSDT,41,2021-02-05 07:00:00 to 2021-02-07 07:00:00,2.829124635276712,188
195,AVAXUSDT,45,2021-02-17 07:00:00 to 2021-02-19 07:00:00,0.930945219303794,194
