Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%),Cumulative Return,Original Return (%),Is Outlier,Z-Score
top10,2020,2,February,2020-02,2020-02-11 08:00:00,2020-02-20 22:00:00,10000.0,10317.217191860655,3.172171918606548,-0.08561494710925821,30.283656990896024,1,100.0,10317.217191860655,,,
top10,2020,3,March,2020-03,2020-03-02 08:15:00,2020-03-28 08:45:00,10317.217191860655,8191.011318309593,-20.608327168186836,-31.0283937403809,154.6382899424834,4,50.0,8191.011318309592,,,
top10,2020,4,April,2020-04,2020-04-11 08:00:00,2020-04-23 08:00:00,8191.011318309593,8288.327137350896,1.1880806320432091,0.0,6.583247305214833,1,100.0,8288.327137350896,,,
top10,2020,5,May,2020-05,2020-05-21 08:00:00,2020-05-22 10:15:00,8288.327137350896,8422.957733015988,1.6243397905759238,0.0,0.0,1,100.0,8422.957733015988,,,
top10,2020,6,June,2020-06,2020-06-06 08:00:00,2020-06-28 15:30:00,8422.957733015988,9296.878316548227,10.37545968094651,0.0,31.440616976911564,1,100.0,9296.87831654823,,,
top10,2020,7,July,2020-07,2020-07-03 08:00:00,2020-07-30 13:45:00,9296.878316548227,9688.424787298327,4.211590787986941,0.0,11.238842834705132,3,33.33333333333333,9688.424787298329,,,
top10,2020,8,August,2020-08,2020-08-01 07:45:00,2020-08-28 08:00:00,9688.424787298327,10576.21121592501,9.163372252118673,-1.1193611657339564,18.096645934438808,5,60.0,10576.211215925012,,,
top10,2020,9,September,2020-09,2020-09-01 08:15:00,2020-09-29 07:00:00,10576.21121592501,11228.789357227452,6.170244976951955,-3.4507038754234443,21.535971604110298,4,75.0,11228.789357227453,,,
top10,2020,10,October,2020-10,2020-10-01 20:00:00,2020-10-31 08:45:00,11228.789357227452,11706.089676155585,4.250683700116942,-2.370035442365004,25.490839920949476,3,33.33333333333333,11706.089676155587,,,
top10,2020,11,November,2020-11,2020-11-04 07:00:00,2020-11-28 08:00:00,11706.089676155585,13265.112881691502,13.31805281409666,-0.2599283687615528,20.326345449057065,4,75.0,13265.112881691502,,,
top10,2020,12,December,2020-12,2020-12-02 09:00:00,2020-12-30 08:00:00,13265.112881691502,14039.17082050275,5.835291005171928,-3.423281574071124,20.804002615025535,4,25.0,14039.170820502752,,,
top10,2021,1,January,2021-01,2021-01-03 08:00:00,2021-01-31 09:00:00,14039.17082050275,15183.28228868369,8.149423372711473,-4.710131871145151,19.952396707790086,7,57.14285714285714,15183.282288683691,,,
top10,2021,2,February,2021-02,2021-02-01 10:15:00,2021-02-28 07:00:00,15183.28228868369,16188.252509326283,6.618926010429315,-9.373288976816907,59.12404844232354,7,85.71428571428571,21930.039432015707,44.435432438481804,True,3.2690891123442656
top10,2021,3,March,2021-03,2021-03-01 08:00:00,2021-03-28 08:00:00,16188.252509326283,20279.35571314313,25.272049601770807,-2.5487854456595627,26.968313655485886,8,75.0,27472.209874962613,,,
top10,2021,4,April,2021-04,2021-04-01 09:00:00,2021-04-30 08:00:00,20279.35571314313,21969.057117217853,8.332125674878421,-7.083780733856527,35.407292687894184,6,50.0,29761.228927410855,,,
top10,2021,5,May,2021-05,2021-05-02 17:45:00,2021-05-31 07:00:00,21969.057117217853,30983.940066474774,41.034455421355645,-9.353009550010372,102.27861838106537,9,66.66666666666666,41973.58714447686,,,
top10,2021,6,June,2021-06,2021-06-01 08:00:00,2021-06-28 08:00:00,30983.940066474774,27024.03657460404,-12.780503329708626,-13.832604552668393,70.38424884875528,3,0.0,36609.15144187884,,,
top10,2021,7,July,2021-07,2021-07-02 07:00:00,2021-07-31 07:00:00,27024.03657460404,30349.586646795044,12.305896874474342,-6.5373551568778225,36.29646956492647,5,80.0,41114.23586493659,,,
top10,2021,8,August,2021-08,2021-08-02 06:45:00,2021-08-31 03:30:00,30349.586646795044,34312.70550056991,13.058230083648837,-1.0537387566976752,18.44470074168165,5,60.0,46483.02738131409,,,
top10,2021,9,September,2021-09,2021-09-01 07:00:00,2021-09-29 08:00:00,34312.70550056991,35916.50914512828,4.674080988838769,-7.3769550179557335,31.968163839484003,7,28.57142857142857,48655.6817271808,,,
top10,2021,10,October,2021-10,2021-10-02 08:00:00,2021-10-30 08:00:00,35916.50914512828,34571.28416445409,-3.74542240516339,-11.394058485981107,35.98534364059071,6,33.33333333333333,46833.32092238598,,,
top10,2021,11,November,2021-11,2021-11-03 07:00:00,2021-11-28 21:45:00,34571.28416445409,37857.494805349175,9.505607675036675,-1.2737793085235483,13.973670391619766,3,100.0,51285.11267045886,,,
top10,2021,12,December,2021-12,2021-12-01 07:00:00,2021-12-31 01:45:00,37857.494805349175,39154.657825152,3.4264364994894825,-1.480480965665698,11.247688169170871,5,20.0,53042.36448980377,,,
top10,2022,1,January,2022-01,2022-01-01 00:30:00,2022-01-30 07:00:00,39154.657825152,41227.26788204564,5.2933933585859405,0.0,15.68519258849839,2,0.0,55850.10548894399,,,
top10,2022,2,February,2022-02,2022-02-03 03:30:00,2022-02-27 07:00:00,41227.26788204564,40017.81119083647,-2.9336328923602606,-4.112837013955895,17.385986996512255,3,0.0,54211.668423902425,,,
top10,2022,3,March,2022-03,2022-03-03 07:45:00,2022-03-31 07:00:00,40017.81119083647,46623.21761777654,16.506166205443584,-1.1102230246251565e-14,22.265957587827724,5,40.0,63159.93651669574,,,
top10,2022,4,April,2022-04,2022-04-01 08:15:00,2022-04-28 07:00:00,46623.21761777654,44807.72098037325,-3.893975427193763,-8.516777522233543,24.122594852158315,4,50.0,60700.504108904424,,,
top10,2022,5,May,2022-05,2022-05-02 03:30:00,2022-05-30 07:00:00,44807.72098037325,40369.68339129481,-9.904626907988446,-19.190610134891884,58.54523399509047,4,50.0,54688.34564564925,,,
top10,2022,6,June,2022-06,2022-06-03 03:30:00,2022-06-27 08:00:00,40369.68339129481,43303.08701906543,7.266352820599953,-5.055939373704255,21.247933859317648,6,33.33333333333333,58662.193792011334,,,
top10,2022,7,July,2022-07,2022-07-01 07:00:00,2022-07-29 08:45:00,43303.08701906543,48458.55378165318,11.905540961358962,-1.141712944025286,14.340210866282602,7,42.857142857142854,65646.24530275102,,,
top10,2022,8,August,2022-08,2022-08-05 08:00:00,2022-08-30 08:00:00,48458.55378165318,51019.75755062892,5.285349167695208,-0.9564339249008014,13.153865675683152,3,33.33333333333333,69115.87858248313,,,
top10,2022,9,September,2022-09,2022-09-03 08:00:00,2022-09-30 01:45:00,51019.75755062892,52949.80114304148,3.7829336811279424,-0.40258066748407595,9.706798331663737,4,25.0,71730.48643238738,,,
top10,2022,10,October,2022-10,2022-10-01 14:00:00,2022-10-30 14:30:00,52949.80114304148,53807.989298479966,1.6207580329152371,-0.7082779640829373,8.151613240622185,4,25.0,72893.06405328948,,,
top10,2022,11,November,2022-11,2022-11-02 07:00:00,2022-11-30 14:00:00,53807.989298479966,61098.413744722086,13.54896278655049,-4.684094666599991,31.744199923550493,6,66.66666666666666,82769.31817584609,,,
top10,2022,12,December,2022-12,2022-12-01 02:30:00,2022-12-28 07:00:00,61098.413744722086,62486.182523495016,2.271366298593658,0.0,7.769518511193488,4,25.0,84649.31257446801,,,
top10,2023,1,January,2023-01,2023-01-01 07:00:00,2023-01-30 23:30:00,62486.182523495016,67381.41451390852,7.834103145239957,0.0,11.224185309047648,3,66.66666666666666,91280.82703328841,,,
top10,2023,2,February,2023-02,2023-02-02 09:00:00,2023-02-26 09:00:00,67381.41451390852,71756.60286102754,6.493167854491855,-2.8116122834273116,22.380483823188886,3,33.33333333333333,97207.84435152821,,,
top10,2023,3,March,2023-03,2023-03-01 04:00:00,2023-03-31 02:30:00,71756.60286102754,75281.84216935922,4.912773414258598,-3.1778811669648355,24.206213245819967,8,37.5,101983.44548540396,,,
top10,2023,4,April,2023-04,2023-04-02 18:00:00,2023-04-27 07:00:00,75281.84216935922,77610.74086890036,3.093572941934508,-4.097343035041245,19.699105805214103,4,25.0,105138.37776019293,,,
top10,2023,5,May,2023-05,2023-05-01 03:30:00,2023-05-29 07:00:00,77610.74086890036,78095.55976146672,0.6246801501164745,-1.1102230246251565e-14,2.04825075692018,2,0.0,105795.15633621534,,,
top10,2023,6,June,2023-06,2023-06-02 14:30:00,2023-06-30 11:00:00,78095.55976146672,79554.05695074225,1.8675801719461704,-0.8075186973070414,13.839725492931235,3,0.0,107770.96569882997,,,
top10,2023,7,July,2023-07,2023-07-01 08:00:00,2023-07-29 07:00:00,79554.05695074225,81070.5462582915,1.9062375517671315,-1.3704448648954703,9.459218298435996,4,25.0,109825.33631688313,,,
top10,2023,8,August,2023-08,2023-08-01 04:00:00,2023-08-31 15:00:00,81070.5462582915,78256.54755239227,-3.471049395589132,-3.471049395589132,18.25571140861452,2,0.0,106013.24464445222,,,
top10,2023,9,September,2023-09,2023-09-01 00:30:00,2023-09-30 07:00:00,78256.54755239227,84346.43303446502,7.781950101997048,-0.6815582660670061,17.356246682090543,5,40.0,114263.14244419154,,,
top10,2023,10,October,2023-10,2023-10-04 08:00:00,2023-10-28 07:00:00,84346.43303446502,82913.43823423987,-1.6989394200458974,-2.7126926560858244,13.346609611922672,2,0.0,112321.880874624,,,
top10,2023,11,November,2023-11,2023-11-01 04:00:00,2023-11-30 16:30:00,82913.43823423987,100156.23939816725,20.79614780322401,-1.5663978402140954,27.687409496336144,5,60.0,135680.505236672,,,
top10,2023,12,December,2023-12,2023-12-01 18:30:00,2023-12-31 03:30:00,100156.23939816725,131896.98276115698,31.69122917725138,-2.2814034872600475,25.855955695663695,8,62.5,178679.3251000783,,,
top10,2024,1,January,2024-01,2024-01-01 17:00:00,2024-01-28 12:30:00,131896.98276115698,134944.72749427278,2.3107008737529355,-5.480850458279162,26.035068948266606,5,40.0,182808.06982638166,,,
top10,2024,2,February,2024-02,2024-02-01 16:30:00,2024-02-29 03:30:00,134944.72749427278,139537.7722060915,3.4036488843283363,-2.2670951427391284,12.453019354823622,6,66.66666666666666,189030.21465548946,,,
top10,2024,3,March,2024-03,2024-03-01 07:00:00,2024-03-31 05:15:00,139537.7722060915,188072.50730618107,34.78250679565515,-5.216512144828966,35.05403587157198,8,50.0,254779.66191387663,,,
