Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%)
top3,2020,1,January,2020-01,2020-01-10 07:45:00,2020-01-31 19:00:00,10000.0,10197.90756999915,1.979075699991495,0.0,8.855509922924453,2,50.0
top3,2020,2,February,2020-02,2020-02-03 07:45:00,2020-02-28 16:15:00,10197.90756999915,10611.811592133263,4.058715175569572,-4.465973247626942,20.82978734480687,3,33.33333333333333
top3,2020,3,March,2020-03,2020-03-01 08:00:00,2020-03-29 08:45:00,10611.811592133263,7497.717233741088,-29.345548885363847,-35.60910204419092,101.93536037366884,5,20.0
top3,2020,4,April,2020-04,2020-04-01 17:45:00,2020-04-30 08:00:00,7497.717233741088,8040.397609234524,7.237941343683585,-1.0717373102222316,16.521136982810095,4,50.0
top3,2020,5,May,2020-05,2020-05-02 13:45:00,2020-05-31 17:45:00,8088.477827039631,8397.686125332237,3.8228243299243347,-0.0105019079048696,8.85758100767443,5,20.0
top3,2020,6,June,2020-06,2020-06-03 02:15:00,2020-06-30 08:45:00,8392.116511326138,9408.69360063969,12.113476831995396,-3.1974255178844557,34.424073618592814,4,25.0
top3,2020,7,July,2020-07,2020-07-03 08:00:00,2020-07-31 08:00:00,9408.69360063969,10264.181953903635,9.092530691038569,0.0,17.930978759194367,4,25.0
top3,2020,8,August,2020-08,2020-08-01 08:00:00,2020-08-29 08:00:00,10264.181953903635,13413.335604896734,30.680999860835723,-8.427845797239897,62.00261128930924,6,50.0
top3,2020,9,September,2020-09,2020-09-01 09:00:00,2020-09-29 08:00:00,13413.335604896734,16646.748698354015,24.105958343999646,-6.172029365529252,43.587889163847,7,71.42857142857143
top3,2020,10,October,2020-10,2020-10-01 00:00:00,2020-10-31 07:00:00,16729.288254729545,17234.412276644594,3.0193993565281962,-3.4455145793884423,19.223699752870075,8,62.5
top3,2020,11,November,2020-11,2020-11-02 15:45:00,2020-11-30 11:15:00,17374.967194987184,20501.570946070275,17.994875708226598,-1.2933433214414425,18.704616162779125,5,60.0
top3,2020,12,December,2020-12,2020-12-01 07:45:00,2020-12-31 08:00:00,20736.556925630306,22523.372562231256,8.616742128450717,-6.993677290379985,33.73515629544451,8,62.5
