Portfolio,Year,Month,Month Name,Year-Month,Start Date,End Date,Start Equity,End Equity,Monthly Return (%),Max Drawdown (%),Volatility (%),Number of Trades,Win Rate (%),Cumulative Return
top8,2020,2,February,2020-02,2020-02-03 08:00:00,2020-02-27 08:00:00,10000.0,10248.819873426872,2.4881987342687095,0.0,8.651002532936944,2,100.0,10248.819873426872
top8,2020,3,March,2020-03,2020-03-05 08:00:00,2020-03-29 08:00:00,10248.819873426872,10417.764182455092,1.6484269517338168,0.0,7.167243018052904,2,50.0,10417.764182455092
top8,2020,4,April,2020-04,2020-04-10 08:00:00,2020-04-22 08:45:00,10417.764182455092,11249.528322200154,7.984094525252017,0.0,31.314223287053704,2,100.0,11249.528322200153
top8,2020,5,May,2020-05,2020-05-04 08:00:00,2020-05-28 08:00:00,11249.528322200154,11249.528322200154,0.0,0.0,0.0,1,0.0,11249.528322200153
top8,2020,6,June,2020-06,2020-06-09 08:00:00,2020-06-30 08:00:00,11249.528322200154,11000.680005272932,-2.2120777849515494,-4.543858462784245,25.49584238306593,2,0.0,11000.680005272932
top8,2020,7,July,2020-07,2020-07-03 08:00:00,2020-07-30 17:45:00,11000.680005272932,11402.65871244127,3.6541259901720524,-0.478397025830557,9.402493527160757,3,0.0,11402.658712441269
top8,2020,8,August,2020-08,2020-08-04 07:45:00,2020-08-28 08:00:00,11402.65871244127,12383.964127679066,8.60593515937742,-0.9587985225493756,16.721879209140038,3,33.33333333333333,12383.964127679066
top8,2020,9,September,2020-09,2020-09-01 08:00:00,2020-09-29 07:00:00,12383.964127679066,12538.187417725054,1.2453467117309103,-0.26129171378964644,4.064640364180392,3,66.66666666666666,12538.187417725054
top8,2020,10,October,2020-10,2020-10-01 20:00:00,2020-10-31 09:00:00,12816.489762886327,13321.84414445951,3.9430014842018135,-2.707755697796177,17.283300091066188,5,40.0,13032.568333697956
top8,2020,11,November,2020-11,2020-11-01 08:00:00,2020-11-29 07:45:00,13321.84414445951,11928.292822960135,-10.460648738928136,-22.534695529972936,68.38760285396395,5,40.0,11669.277138649033
top8,2020,12,December,2020-12,2020-12-02 07:00:00,2020-12-30 07:00:00,11928.292822960133,13612.721082508282,14.121285288250828,-10.308752270044142,62.76526392574288,6,100.0,13317.129054474295
top8,2021,1,January,2021-01,2021-01-03 08:00:00,2021-01-31 08:00:00,13612.721082508282,15302.037632881864,12.40983738764967,-5.065588930761877,32.55385576284709,6,50.0,14969.763114838002
top8,2021,2,February,2021-02,2021-02-01 07:00:00,2021-02-28 08:45:00,15640.285848740785,19786.064517500243,26.507051781877998,-7.914282803911632,41.19930856019975,10,70.0,18937.80597531258
