normalized_period,symbol,original_period,out_sample_range,metric_value,selected_based_on_period
66,LINKUSDT,2,2020-02-04 08:00:00 to 2020-02-06 08:00:00,0.6296603773585048,65
68,LTCUSDT,6,2020-02-08 08:00:00 to 2020-02-10 08:00:00,2.28834292976313,67
76,BTCUSDT,52,2020-02-23 17:45:00 to 2020-02-25 17:45:00,-1.0198491718347578,75
79,XLMUSDT,10,2020-03-02 08:00:00 to 2020-03-04 08:00:00,0.2359934346924637,78
81,ZECUSDT,6,2020-03-06 08:00:00 to 2020-03-08 08:00:00,0.0,80
83,ADAUSDT,9,2020-03-10 08:00:00 to 2020-03-12 08:00:00,-0.7801788999337805,82
85,ATOMUSDT,8,2020-03-14 12:00:00 to 2020-03-16 12:00:00,0.0,84
87,ONTUSDT,8,2020-03-18 08:00:00 to 2020-03-20 08:00:00,0.0,86
89,BTCUSDT,61,2020-03-21 17:45:00 to 2020-03-23 17:45:00,0.0,88
90,BATUSDT,9,2020-03-23 08:00:00 to 2020-03-25 08:00:00,4.499972689655169,89
91,XLMUSDT,18,2020-03-26 08:00:00 to 2020-03-28 08:00:00,-0.9835424617880564,90
92,NEOUSDT,9,2020-03-27 08:45:00 to 2020-03-29 08:45:00,-3.1947211082448304,91
93,VETUSDT,11,2020-03-30 08:00:00 to 2020-04-01 08:00:00,0.0,92
95,XTZUSDT,15,2020-04-03 08:00:00 to 2020-04-05 08:00:00,2.3869502825970086,94
97,BATUSDT,14,2020-04-07 08:00:00 to 2020-04-09 08:00:00,2.9905086962989844,96
99,LTCUSDT,27,2020-04-11 08:00:00 to 2020-04-13 08:00:00,-0.7378266181431536,98
100,XTZUSDT,18,2020-04-12 08:00:00 to 2020-04-14 08:00:00,1.4949865359906107,99
101,ETCUSDT,26,2020-04-15 08:00:00 to 2020-04-17 08:00:00,3.2321513742090247,100
103,BNBUSDT,19,2020-04-19 08:00:00 to 2020-04-21 08:00:00,-0.1943219486710586,102
105,NEOUSDT,18,2020-04-23 08:45:00 to 2020-04-25 08:45:00,0.0,104
106,XMRUSDT,23,2020-04-24 08:00:00 to 2020-04-26 08:00:00,0.0,105
107,XTZUSDT,23,2020-04-27 08:00:00 to 2020-04-29 08:00:00,0.0488681046227793,106
109,LINKUSDT,31,2020-05-01 08:00:00 to 2020-05-03 08:00:00,0.0,108
111,ONTUSDT,24,2020-05-05 08:00:00 to 2020-05-07 08:00:00,0.5878675156310055,110
113,ADAUSDT,29,2020-05-09 08:00:00 to 2020-05-11 08:00:00,0.8620243042714356,112
115,DASHUSDT,29,2020-05-13 08:00:00 to 2020-05-15 08:00:00,0.0,114
116,ZECUSDT,29,2020-05-14 08:00:00 to 2020-05-16 08:00:00,0.0,115
117,ZECUSDT,30,2020-05-17 08:00:00 to 2020-05-19 08:00:00,0.0,116
118,IOTAUSDT,28,2020-05-18 08:00:00 to 2020-05-20 08:00:00,0.0,117
119,BTCUSDT,81,2020-05-20 17:45:00 to 2020-05-22 17:45:00,1.3340683856502256,118
121,XLMUSDT,38,2020-05-25 08:00:00 to 2020-05-27 08:00:00,0.0,120
123,ZECUSDT,34,2020-05-29 08:00:00 to 2020-05-31 08:00:00,0.0,122
125,ADAUSDT,37,2020-06-02 08:00:00 to 2020-06-04 08:00:00,5.776466400648551,124
127,BNBUSDT,35,2020-06-06 08:00:00 to 2020-06-08 08:00:00,0.6407837509403362,126
129,QTUMUSDT,33,2020-06-10 08:00:00 to 2020-06-12 08:00:00,-1.4014737757559486,128
131,IOTAUSDT,37,2020-06-14 08:00:00 to 2020-06-16 08:00:00,1.029772004522674,130
133,LINKUSDT,47,2020-06-18 08:00:00 to 2020-06-20 08:00:00,0.0,132
134,ONTUSDT,39,2020-06-19 08:00:00 to 2020-06-21 08:00:00,0.0,133
135,ZECUSDT,42,2020-06-22 08:00:00 to 2020-06-24 08:00:00,0.0,134
137,ADAUSDT,45,2020-06-26 08:00:00 to 2020-06-28 08:00:00,-2.7971442244246463,136
139,BATUSDT,42,2020-06-30 08:00:00 to 2020-07-02 08:00:00,0.4822669845053678,138
140,LTCUSDT,54,2020-07-01 08:00:00 to 2020-07-03 08:00:00,0.0,139
141,NEOUSDT,42,2020-07-04 08:45:00 to 2020-07-06 08:45:00,0.0,140
143,XTZUSDT,47,2020-07-08 08:00:00 to 2020-07-10 08:00:00,1.8593999505671857,142
145,BNBUSDT,47,2020-07-12 08:00:00 to 2020-07-14 08:00:00,2.3101855287092987,144
147,ZECUSDT,50,2020-07-16 08:00:00 to 2020-07-18 08:00:00,2.0295605606208844,146
149,BTCUSDT,101,2020-07-19 17:45:00 to 2020-07-21 17:45:00,0.0,148
150,COMPUSDT,3,2020-07-21 09:00:00 to 2020-07-23 09:00:00,-0.0899103178607583,149
151,DASHUSDT,53,2020-07-24 08:00:00 to 2020-07-26 08:00:00,0.0,150
152,VETUSDT,50,2020-07-25 08:00:00 to 2020-07-27 08:00:00,-0.4828778285704356,151
